City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
142,tasiilaq,65.6145,-37.6368,-2.91,88,88,2.55,GL,1682136521
143,port lincoln,-34.7333,135.8667,20.89,54,0,1.94,AU,1682136706
144,fukue,32.6881,128.8419,15.28,63,0,15.93,JP,1682136707
145,bredasdorp,-34.5322,20.0403,11.67,76,100,1.09,ZA,1682136707
146,arraial do cabo,-22.9661,-42.0278,20.98,81,0,2.06,BR,1682136708
147,sika,13.3546,-16.345,21.08,34,66,5.38,GM,1682136708
148,denpasar,-8.65,115.2167,29.84,74,20,5.66,ID,1682136417
149,eidfjord,60.4675,7.0719,6.5,78,8,2.05,NO,1682136709
150,bunbury,-33.3333,115.6333,24.24,34,0,2.49,AU,1682136710
151,rosetown,51.5501,-108.0014,0.37,80,100,0.91,CA,1682136711
152,bjornevatn,69.6672,29.9847,-3.81,74,67,6.69,NO,1682136711
153,mandali,33.7499,45.5541,24.29,41,1,2.46,IQ,1682136712
154,ondarroa,43.3167,-2.4167,13.63,92,100,0.59,ES,1682136712
155,san quintin,30.4833,-115.95,16.73,72,0,3.28,MX,1682136712
156,camacha,33.0833,-16.3333,13.68,72,20,2.06,PT,1682136713
157,sao joao da barra,-21.6403,-41.0511,20.66,80,38,3.23,BR,1682136477
158,saskylakh,71.9167,114.0833,-11.86,91,100,3.72,RU,1682136469
159,vryburg,-26.9566,24.7284,11.74,38,44,0.54,ZA,1682136714
160,maragogi,-9.0122,-35.2225,25.11,84,42,3.33,BR,1682136714
161,te anau,-45.4167,167.7167,15.24,70,69,1.77,NZ,1682136587
162,garissa,-0.4536,39.6401,26.13,81,98,4.78,KE,1682136716
163,honiara,-9.4333,159.95,29.09,76,44,2.06,SB,1682136716
164,dikson,73.5069,80.5464,-3.49,85,100,6.5,RU,1682136716
165,gull lake,50.1001,-108.4847,-5.33,92,99,1.01,CA,1682136717
166,guerrero negro,27.9769,-114.0611,16.77,67,3,5.6,MX,1682136717
167,longhua,23.6137,114.1919,24.79,83,100,1.23,CN,1682136718
168,oktyabrskiy,54.4815,53.471,8.32,81,100,5.54,RU,1682136718
169,lata,40.1629,-8.3327,8.84,96,24,1.01,PT,1682136718
170,bilma,18.6853,12.9164,28.33,13,7,1.87,NE,1682136719
171,yumen,40.2833,97.2,7.94,52,100,7.19,CN,1682136719
172,masingbi,8.7833,-11.95,24.1,91,97,0.45,SL,1682136720
173,celestun,20.8667,-90.4,26.33,82,21,7.09,MX,1682136720
174,muros,42.7762,-9.0603,12.27,91,72,4.35,ES,1682136298
175,saldanha,-33.0117,17.9442,14.14,60,100,0.44,ZA,1682136478
176,huarmey,-10.0681,-78.1522,24.43,81,57,4.01,PE,1682136722
177,hofn,64.2539,-15.2082,0.82,57,2,4.87,IS,1682136723
178,thompson,55.7435,-97.8558,-10.61,98,48,1.46,CA,1682136723
179,nikolskoye,59.7035,30.7861,7.94,87,100,1.48,RU,1682136484
180,bambous virieux,-20.3428,57.7575,27.34,73,9,4.85,MU,1682136724
181,kushmurun,52.4503,64.6311,10.41,56,100,6.44,KZ,1682136725
182,bardiyah,31.7561,25.0865,16.9,61,94,5.16,LY,1682136725
183,kurkino,53.4257,38.6582,6.75,78,100,3.21,RU,1682136725
184,karpathos,35.507,27.2132,15.98,88,86,1.54,GR,1682136540
185,monrovia,6.3005,-10.7969,24.87,81,70,2.74,LR,1682136413
186,vila franca do campo,37.7167,-25.4333,16.23,90,99,5.43,PT,1682136727
187,tianpeng,30.9866,103.9393,13.81,90,100,1.41,CN,1682136727
188,angoche,-16.2325,39.9086,24.49,85,38,1.94,MZ,1682136727
189,sinnamary,5.3833,-52.95,25.4,93,100,3.62,GF,1682136728
190,karlshamn,56.1706,14.8619,-0.73,55,18,0.95,SE,1682136728
191,palana,59.1167,159.9667,0.83,65,5,12.31,RU,1682136729
192,cabra,37.4725,-4.4421,11.85,90,100,1.15,ES,1682136729
193,neuquen,-38.9516,-68.0591,11.94,71,0,0.0,AR,1682136729
194,kollam,8.8833,76.6,29.91,70,5,3.17,IN,1682136730
195,kati,12.7441,-8.0726,28.67,19,65,1.57,ML,1682136731
196,tromso,69.6496,18.957,-1.99,74,75,3.6,NO,1682136731
197,abapo,-18.8333,-63.4667,13.8,98,9,0.62,BO,1682136731
198,cape town,-33.9258,18.4232,14.1,75,100,1.34,ZA,1682136713
199,yar-sale,66.8333,70.8333,-5.59,91,69,2.55,RU,1682136732
200,evensk,61.95,159.2333,0.56,66,20,7.33,RU,1682136733
201,east london,-33.0153,27.9116,16.99,66,100,4.99,ZA,1682136477
202,kargopol,61.5071,38.9456,3.15,96,96,1.08,RU,1682136733
203,newry,54.1784,-6.3374,8.39,94,100,4.47,GB,1682136734
204,georgetown,5.4112,100.3354,28.96,84,40,3.09,MY,1682136530
205,comodoro rivadavia,-45.8667,-67.5,4.92,70,0,2.57,AR,1682136735
206,vestmannaeyjar,63.4427,-20.2734,4.68,86,100,9.16,IS,1682136735
207,egvekinot,66.3167,-179.1667,-1.31,83,18,0.65,RU,1682136735
208,hamilton,39.1834,-84.5333,9.93,93,100,4.12,US,1682136673
209,touros,-5.1989,-35.4608,25.35,79,88,5.08,BR,1682136277
210,faya,18.3851,42.4509,15.29,60,2,1.48,SA,1682136737
211,bethel,41.3712,-73.414,11.47,82,100,2.57,US,1682136520
212,goderich,43.7501,-81.7165,7.73,82,100,3.42,CA,1682136738
213,annau,37.8876,58.516,25.72,21,40,5.14,TM,1682136738
214,mapiri,-15.25,-68.1667,17.48,84,38,0.63,BO,1682136739
215,uyuni,-20.4597,-66.825,7.86,24,0,3.53,BO,1682136739
216,champua,22.0833,85.6667,34.49,21,90,2.48,IN,1682136740
217,geraldton,-28.7667,114.6,30.23,21,75,7.2,AU,1682136517
218,altamont,42.2068,-121.7372,8.91,76,0,2.68,US,1682136741
219,aragarcas,-15.8975,-52.2508,20.95,81,67,1.43,BR,1682136741
220,inuvik,68.3499,-133.7218,-10.88,93,100,7.02,CA,1682136604
221,clyde river,70.4692,-68.5914,-10.87,77,83,1.3,CA,1682136682
222,illapel,-31.6308,-71.1653,15.8,76,24,0.69,CL,1682136742
223,batemans bay,-35.7167,150.1833,19.5,56,0,3.26,AU,1682136743
224,inirida,3.8653,-67.9239,23.33,98,100,1.09,CO,1682136744
225,alofi,-19.0595,-169.9187,25.55,68,2,5.32,NU,1682136745
226,chapada dos guimaraes,-15.4606,-55.7497,18.81,72,88,1.34,BR,1682136745
227,merauke,-8.4667,140.3333,30.76,63,69,4.07,ID,1682136746
228,hualmay,-11.0964,-77.6139,23.34,81,57,4.83,PE,1682136746
229,sandpoint,48.2766,-116.5533,4.45,90,40,1.54,US,1682136643
230,gonaives,19.45,-72.6833,24.13,78,5,2.04,HT,1682136747
231,portage,41.1667,-81.1998,11.57,85,100,2.06,US,1682136502
232,necochea,-38.5473,-58.7368,15.68,74,100,3.97,AR,1682136606
233,consuegra,39.4625,-3.608,11.91,84,100,3.45,ES,1682136748
234,saint george,37.1041,-113.5841,20.53,27,0,2.57,US,1682136749
235,tucupita,9.0622,-62.051,22.56,98,97,1.1,VE,1682136749
236,mamallapuram,12.6264,80.1722,33.03,67,5,5.59,IN,1682136749
237,alice springs,-23.7,133.8833,25.75,29,0,9.26,AU,1682136750
238,loreto,22.2667,-101.9667,22.16,19,100,2.67,MX,1682136750
239,talnakh,69.4865,88.3972,-3.77,81,89,4.93,RU,1682136516
240,nanortalik,60.1432,-45.2371,0.5,76,1,0.81,GL,1682136751
241,guacimo,10.2104,-83.6807,26.46,95,92,0.86,CR,1682136752
242,likasi,-10.9814,26.7333,16.13,96,100,0.71,CD,1682136752
243,falakata,26.5208,89.2055,31.76,39,11,2.79,IN,1682136752
244,yongan,39.6957,113.6871,10.68,48,100,2.47,CN,1682136753
245,sept-iles,50.2001,-66.3821,1.7,89,78,1.34,CA,1682136482
246,pailon,-17.65,-62.75,18.16,92,2,1.75,BO,1682136753
247,kiruna,67.8557,20.2251,-4.49,93,100,4.63,SE,1682136754
248,belmonte,-15.8631,-38.8828,24.41,89,95,3.54,BR,1682136754
249,santiago de cao,-7.9589,-79.2392,23.07,78,100,1.54,PE,1682136755
250,saint-augustin,51.226,-58.6502,1.6,82,52,5.31,CA,1682136755
251,kushima,31.4583,131.2333,21.19,49,0,5.75,JP,1682136756
252,grand gaube,-20.0064,57.6608,27.43,75,2,1.34,MU,1682136756
253,halifax,44.6453,-63.5724,2.5,86,100,2.68,CA,1682136637
254,nioro,13.35,-15.75,25.19,27,58,3.72,GM,1682136757
255,laguna,38.421,-121.4238,23.1,43,0,3.6,US,1682136757
256,killorglin,52.1,-9.7833,5.21,94,63,2.28,IE,1682136758
257,laibin,23.7,109.2667,29.12,74,72,7.25,CN,1682136758
258,peruibe,-24.32,-46.9983,18.02,93,41,1.58,BR,1682136759
259,baykit,61.67,96.37,-1.05,78,7,0.73,RU,1682136759
260,mazagao,-0.115,-51.2894,26.03,97,99,1.23,BR,1682136760
261,tuatapere,-46.1333,167.6833,16.07,73,83,2.08,NZ,1682136761
262,ibaiti,-23.8486,-50.1878,9.41,97,1,1.61,BR,1682136761
263,wanning,18.8003,110.3967,30.22,74,71,6.2,CN,1682136762
264,harper,4.375,-7.7169,25.95,89,100,3.46,LR,1682136762
265,kahului,20.8947,-156.47,27.2,75,40,3.6,US,1682136762
266,nantucket,41.2835,-70.0995,8.06,88,0,6.69,US,1682136763
267,ilhabela,-23.7781,-45.3581,18.59,84,5,1.69,BR,1682136763
268,namibe,-15.1961,12.1522,25.3,83,100,1.9,AO,1682136764
269,lompoc,34.6391,-120.4579,19.32,85,0,5.14,US,1682136764
270,niteroi,-22.8833,-43.1036,21.79,83,0,1.03,BR,1682136606
271,coquimbo,-29.9533,-71.3436,13.85,88,0,2.57,CL,1682136524
272,lanja,16.85,73.55,31.53,34,0,2.49,IN,1682136765
273,mandasa,18.8667,84.4667,35.26,35,8,4.02,IN,1682136495
274,stalis,35.2926,25.4329,17.82,78,100,2.08,GR,1682136766
275,terrasini,38.146,13.0844,14.56,89,0,1.54,IT,1682136767
276,castro,-24.7911,-50.0119,11.8,89,64,4.27,BR,1682136767
277,san patricio,28.017,-97.5169,23.24,66,53,4.02,US,1682136769
278,cairns,-16.9167,145.7667,31.7,72,75,10.29,AU,1682136769
279,agustin codazzi,10.0341,-73.2361,22.92,95,84,1.24,CO,1682136769
280,buala,-8.145,159.5921,29.81,68,12,3.41,SB,1682136770
281,conde,-7.2597,-34.9075,24.7,88,40,1.54,BR,1682136770
282,chuy,-33.6971,-53.4616,15.71,89,100,3.29,UY,1682136470
283,tuy hoa,13.0833,109.3,33.74,56,8,4.95,VN,1682136771
284,olafsvik,64.8945,-23.7142,1.49,72,12,5.61,IS,1682136771
285,altay,47.8667,88.1167,6.31,25,100,0.64,CN,1682136772
286,ust-nera,64.5667,143.2,-0.22,81,89,1.96,RU,1682136772
287,vardo,70.3705,31.1107,-4.01,93,86,9.26,NO,1682136772
288,boa vista,2.8197,-60.6733,24.99,88,75,3.6,BR,1682136773
289,otacilio costa,-27.4831,-50.1219,9.44,99,25,1.07,BR,1682136516
290,mackay,-21.15,149.2,28.16,69,89,8.86,AU,1682136774
291,maunabo,18.0072,-65.8993,25.9,92,8,0.76,PR,1682136774
292,narsaq,60.9167,-46.05,4.12,62,8,2.56,GL,1682136775
293,airai,-8.9266,125.4092,23.16,55,97,1.41,TL,1682136475
294,abu dhabi,24.4667,54.3667,27.2,46,39,0.45,AE,1682136489
295,juli,-16.2167,-69.45,5.27,60,4,2.09,PE,1682136776
296,loanda,-8.8368,13.2343,25.0,94,75,1.54,AO,1682136577
297,sola,-13.8833,167.55,28.24,74,30,6.45,VU,1682136777
298,ayan,56.45,138.1667,1.75,82,97,2.19,RU,1682136777
299,karakol,42.4907,78.3936,8.04,52,100,3.82,KG,1682136778
300,kimbe,-5.5502,150.1429,28.31,83,57,1.82,PG,1682136778
301,sur,22.5667,59.5289,29.53,56,38,2.41,OM,1682136779
302,hildburghausen,50.4255,10.7318,8.65,81,94,1.51,DE,1682136779
303,wawa,9.9022,4.4192,27.94,60,100,2.08,NG,1682136591
304,plettenberg bay,-34.0527,23.3716,13.39,67,99,1.81,ZA,1682136780
305,tatarskaya kargala,51.9495,55.1731,10.03,51,100,7.08,RU,1682136780
306,mamontovo,52.7055,81.6244,2.69,54,15,3.7,RU,1682136781
307,los llanos de aridane,28.6585,-17.9182,16.86,88,75,2.57,ES,1682136781
308,wadi maliz,36.4681,8.5495,10.69,82,0,0.88,TN,1682136782
309,newala,-10.9431,39.2787,19.19,98,99,0.76,TZ,1682136782
310,pavlodar,52.3,76.95,3.89,48,0,3.0,KZ,1682136783
311,buraydah,26.326,43.975,24.1,43,3,2.53,SA,1682136783
312,kieta,-6.2167,155.6333,29.56,71,18,2.96,PG,1682136784
313,voskresenskoye,56.8381,45.4317,7.17,67,13,3.9,RU,1682136784
314,lagoa,39.05,-27.9833,15.65,92,54,8.86,PT,1682136477
315,kudymkar,59.0173,54.656,5.92,75,82,1.72,RU,1682136785
316,rawson,-43.3002,-65.1023,11.05,69,0,3.63,AR,1682136785
317,takoradi,4.8845,-1.7554,26.67,84,100,3.54,GH,1682136786
318,yarada,17.65,83.2667,32.18,58,40,3.09,IN,1682136786
319,portland,45.5234,-122.6762,12.67,73,100,1.37,US,1682136071
320,tefe,-3.3542,-64.7114,23.39,98,100,1.21,BR,1682136675
321,ancud,-41.8697,-73.8203,9.83,86,0,0.95,CL,1682136788
322,pangody,65.85,74.4859,-0.17,94,96,2.35,RU,1682136722
323,tazovskiy,67.4667,78.7,-0.25,98,100,3.92,RU,1682136789
324,rio grande,-32.035,-52.0986,18.71,81,100,5.29,BR,1682136790
325,isangel,-19.55,169.2667,28.24,68,4,5.64,VU,1682136790
326,mar del plata,-38.0023,-57.5575,15.53,81,0,3.09,AR,1682136791
327,alekseyevsk,57.8406,108.3492,0.5,59,100,3.94,RU,1682136791
328,broken hill,-31.95,141.4333,22.47,28,0,3.64,AU,1682136792
329,trat,12.5,102.5,35.48,45,6,3.58,TH,1682136792
330,abeche,13.8292,20.8324,26.04,16,8,2.0,TD,1682136793
331,cayenne,4.9333,-52.3333,24.02,100,100,1.54,GF,1682136793
332,lipari,38.4674,14.954,12.96,81,18,2.58,IT,1682136794
333,navrongo,10.8956,-1.0921,32.44,34,84,5.77,GH,1682136794
334,codrington,-38.2667,141.9667,19.48,59,43,4.49,AU,1682136795
335,pangnirtung,66.1451,-65.7125,-1.21,95,100,2.42,CA,1682136795
336,kentau,43.5206,68.5094,14.61,18,61,6.08,KZ,1682136795
337,ginir,7.1333,40.7,16.57,80,91,1.49,ET,1682136796
338,binzhou,37.3667,118.0167,10.15,65,100,3.16,CN,1682136796
339,saint-pierre,-21.3393,55.4781,26.43,69,20,3.09,RE,1682136797
340,alamosa,37.4695,-105.87,4.99,45,20,0.0,US,1682136797
341,margate,51.3813,1.3862,6.06,92,93,2.29,GB,1682136797
342,vanimo,-2.6741,141.3028,28.43,77,93,2.29,PG,1682136798
343,bathsheba,13.2167,-59.5167,26.34,83,40,4.12,BB,1682136800
344,erzin,36.9559,36.2,14.24,80,73,0.57,TR,1682136800
345,great falls,47.5002,-111.3008,-0.19,85,75,4.12,US,1682136617
346,santa isabel do rio negro,-0.4139,-65.0192,23.27,99,100,1.19,BR,1682136801
347,cornelio procopio,-23.1811,-50.6467,12.37,90,0,4.11,BR,1682136801
348,yulara,-25.2406,130.9889,24.43,25,0,6.33,AU,1682136802
349,ponta do sol,32.6667,-17.1,17.62,74,79,0.2,PT,1682136495
350,samana,19.2056,-69.3369,22.62,91,98,0.94,DO,1682136803
351,bonthe,7.5264,-12.505,26.67,82,92,3.57,SL,1682136628
352,mutoko,-17.397,32.2268,15.1,82,70,1.05,ZW,1682136804
353,krasnyy chikoy,50.3643,108.7512,4.21,24,100,1.03,RU,1682136735
